-2.212698600766389134e+00,0.000000000000000000e+00
-2.141376104464097541e+00,0.000000000000000000e+00
-2.070053608161805947e+00,0.000000000000000000e+00
-1.998731111859514131e+00,0.000000000000000000e+00
-1.927408615557222538e+00,0.000000000000000000e+00
-1.856086119254930944e+00,0.000000000000000000e+00
-1.784763622952639128e+00,1.338325791452710624e-04
-1.713441126650347535e+00,8.726980410135766345e-04
-1.642118630348055941e+00,4.431926345193110302e-03
-1.570796134045764347e+00,1.759552501514437609e-02
-1.499473637743472754e+00,5.462901382382238935e-02
-1.428151141441180938e+00,1.332456323122896968e-01
-1.356828645138889344e+00,2.586962204727939474e-01
-1.285506148836597751e+00,4.120751946325995063e-01
-1.214183652534305935e+00,5.716940335032688614e-01
-1.142861156232014341e+00,7.524218830847775319e-01
-1.071538659929722748e+00,9.939546214886214592e-01
-1.000216163627431154e+00,1.287925332139346679e+00
-9.288936673251395604e-01,1.554383924832793751e+00
-8.575711710228477447e-01,1.730964371710748129e+00
-7.862486747205561510e-01,1.857547447079235692e+00
-7.149261784182645574e-01,2.026591057339645285e+00
-6.436036821159727417e-01,2.282168635857575456e+00
-5.722811858136811480e-01,2.617611048491845338e+00
-5.009586895113895544e-01,3.029115743724775989e+00
-4.296361932090979607e-01,3.485681998421426897e+00
-3.583136969068063671e-01,3.867023652167854486e+00
-2.869912006045145514e-01,4.033123194807664014e+00
-2.156687043022229577e-01,3.984663511154724613e+00
-1.443462079999311420e-01,3.896495351355089731e+00
-7.302371169763954839e-02,3.972712177774436526e+00
-1.701215395347954740e-03,4.302330904287353874e+00
6.962128090694363891e-02,4.836780832142266284e+00
1.409437772092352326e-01,5.454627468606199514e+00
2.122662735115268262e-01,6.057904666955719719e+00
2.835887698138184199e-01,6.633469045161227484e+00
3.549112661161100135e-01,7.204661754282394526e+00
4.262337624184020513e-01,7.736938647730056573e+00
4.975562587206936449e-01,8.136531765110602166e+00
5.688787550229852386e-01,8.328644029315828590e+00
6.402012513252768322e-01,8.301248790994227633e+00
7.115237476275684259e-01,8.108305026049613673e+00
7.828462439298600195e-01,7.878487850998989295e+00
8.541687402321516132e-01,7.779782831385865016e+00
9.254912365344436509e-01,7.917779415743524396e+00
9.968137328367352445e-01,8.253423696453584313e+00
1.068136229139026838e+00,8.604341221883975876e+00
1.139458725441318432e+00,8.733894001781109750e+00
1.210781221743610025e+00,8.480718308197037203e+00
1.282103718045901619e+00,7.831898398857831012e+00
1.353426214348193213e+00,6.907095568381512507e+00
1.424748710650484806e+00,5.910145923529200651e+00
1.496071206952776400e+00,5.068858801790378621e+00
1.567393703255068438e+00,4.536695863685752173e+00
1.638716199557360031e+00,4.313082950989691966e+00
1.710038695859651625e+00,4.279184009051846260e+00
1.781361192161943219e+00,4.298210370333098496e+00
1.852683688464234812e+00,4.269569085303145606e+00
1.924006184766526850e+00,4.144422357053542783e+00
1.995328681068818000e+00,3.944808008441381908e+00
2.066651177371110037e+00,3.755492444334362467e+00
2.137973673673401187e+00,3.657222511138130017e+00
2.209296169975693225e+00,3.644320409177230324e+00
2.280618666277984374e+00,3.603724604176993473e+00
2.351941162580276412e+00,3.387043498441870248e+00
2.423263658882568450e+00,2.931049990391712434e+00
2.494586155184859599e+00,2.322817522856914785e+00
2.565908651487151637e+00,1.734139780074376302e+00
2.637231147789442787e+00,1.284428214297882453e+00
2.708553644091734824e+00,9.698761153088273357e-01
2.779876140394025974e+00,7.202277268801846599e-01
2.851198636696318012e+00,4.990649118747788604e-01
2.922521132998609161e+00,3.306104241069732774e-01
2.993843629300901199e+00,2.452447155595987582e-01
3.065166125603193237e+00,2.299617278296715028e-01
3.136488621905484386e+00,2.401701018501022356e-01
3.207811118207776424e+00,2.461003198757245047e-01
3.279133614510067574e+00,2.513094654931359861e-01
3.350456110812359611e+00,2.679254860359618906e-01
3.421778607114650761e+00,2.916668914572780880e-01
3.493101103416942799e+00,3.080035161855217973e-01
3.564423599719234836e+00,3.080035161855217973e-01
3.635746096021525986e+00,2.916668914572780880e-01
3.707068592323818024e+00,2.678585697463892745e-01
3.778391088626109173e+00,2.507392838934839330e-01
3.849713584928401211e+00,2.430116586621143548e-01
3.921036081230692361e+00,2.269069548525506352e-01
3.992358577532984398e+00,1.848669795371488678e-01
4.063681073835276436e+00,1.232034529379455873e-01
4.135003570137567586e+00,6.519628562523423210e-02
4.206326066439859623e+00,2.706287425687148307e-02
4.277648562742150773e+00,8.764304362785869593e-03
4.348971059044442811e+00,2.215963172596555151e-03
4.420293555346733960e+00,4.363490205067883172e-04
4.491616051649025998e+00,6.691628957263553122e-05
4.562938547951317148e+00,0.000000000000000000e+00
4.634261044253609185e+00,0.000000000000000000e+00
4.705583540555901223e+00,0.000000000000000000e+00
4.776906036858192373e+00,0.000000000000000000e+00
4.848228533160483522e+00,0.000000000000000000e+00
